單位名稱,lon,lat,編號,電話,地址,縣市,鄉鎮市區,鄰里
百宏中西大藥局,120.311667,22.613111,5902092205,(07)3386719,高雄市前鎮區復興三路１９４號,高雄市,前鎮區,興中里
彥芳藥局,120.315586,22.609927,5902092321,(07)3302007,高雄市前鎮區長江街６５號１樓,高雄市,前鎮區,興東里
惠芳藥局,120.314136,22.609948,5902092358,(07)5370650,高雄市前鎮區一心一路４８６號,高雄市,前鎮區,興東里
旺盛藥局,120.333683,22.606499,5902092410,(07)7512899,高雄市前鎮區永豐路１０８號,高雄市,前鎮區,瑞昌里
元生藥局,120.311675,22.59305,5902092492,(07)8156356,高雄市前鎮區鎮興路２２６號１樓,高雄市,前鎮區,興邦里
協和藥局,120.306017,22.60221,5902092554,(07)5377769,高雄市前鎮區中華五路９８３號,高雄市,前鎮區,忠純里
晏昇藥局,120.324704,22.606777,5902092643,(07)7235136,高雄市前鎮區凱旋三路８１號,高雄市,前鎮區,竹南里
健家藥局,120.316453,22.612929,5902092910,(07)3389986,高雄市前鎮區二聖二路４５號,高雄市,前鎮區,興東里
千佑藥局,120.273632,22.606076,5902100042,(07)5712619,高雄市旗津區復興里中洲三路５１３號,高雄市,旗津區,復興里
億大藥局,120.348884,22.566734,5902110244,(07)8014958,高雄市小港區三苓里永義街１７１號,高雄市,小港區,三苓里
臨生藥局,120.358557,22.514672,5902110422,(07)8711290,高雄市小港區鳳鳴路１４６－４號,高雄市,小港區,龍鳳里
慈林藥局,120.34636,22.526346,5902110593,(07)8718087,高雄市小港區鳳林路９３號,高雄市,小港區,鳳林里
力安藥師藥局,120.352211,22.582113,5902111796,(07)7918167,高雄市小港區桂陽路316號１樓,高雄市,小港區,桂林里
丁丁藥局小港店,120.36349,22.570965,5902111938,(07)8603388,高雄市小港區宏平路８５號,高雄市,小港區,泰山里
金宏健保藥局,120.725838,24.243031,5903010038,(04)25288262,臺中市豐原區安康路１０３號,臺中市,豐原區,南陽里
理妍藥局,120.713372,24.250768,5903010118,(04)25270140,臺中市豐原區中正路３７９號,臺中市,豐原區,西安里
友誠藥局,120.73357,24.254566,5903010127,(04)25132371,臺中市豐原區豐東路４０１號１樓,臺中市,豐原區,南村里
維立藥局,120.712114,24.239493,5903010145,(04)25337605,臺中市豐原區豐南街２號１樓,臺中市,豐原區,田心里
永豐藥局,120.715291,24.247328,5903010181,(04)25280088,臺中市豐原區中山路４２２號１樓,臺中市,豐原區,東勢里
豐原西勢藥局,120.706728,24.243768,5903010261,(04)25262330,臺中市豐原區西勢路２００號１樓,臺中市,豐原區,社皮里
心美日藥局,120.714918,24.249289,5903010289,(04)25260703,臺中市豐原區中山路３５９號１樓,臺中市,豐原區,西勢里
昭仁藥局,120.730596,24.242641,5903010341,(04)25243559,臺中市豐原區南陽路１４０號,臺中市,豐原區,北陽里
甲蒂健保藥局,120.733008,24.250931,5903010350,(04)25256028,臺中市豐原區豐東路３０８號,臺中市,豐原區,北陽里
豐原啄木鳥藥局,120.712021,24.240076,5903010378,(04)25295340,臺中市豐原區中山路１７８號１樓,臺中市,豐原區,田心里
豐原藥局,120.721895,24.2551,5903010449,(04)25260119,臺中市豐原區新生北路２０６號之１（１樓）,臺中市,豐原區,豐原里
心之藥局,120.714857,24.250094,5903010458,(04)25254959,臺中市豐原區中山路５０４號,臺中市,豐原區,葫蘆里
大樹圓環藥局,120.72826,24.250837,5903010485,(04)25122212,臺中市豐原區圓環東路６１７號１樓,臺中市,豐原區,中陽里
向日葵藥局,120.827234,24.25967,5903020043,(04)25773428,臺中市東勢區豐勢路５５７號,臺中市,東勢區,北興里
東勢福倫藥局,120.82899,24.25586,5903020052,(04)25876118,臺中市東勢區豐勢路４３８號,臺中市,東勢區,東安里
康好藥局,120.621953,24.34851,5903030012,(04)26802149,臺中市大甲區三民路１３２－２號,臺中市,大甲區,孔門里
康達藥局,120.618874,24.347449,5903030058,(04)26862001,臺中市大甲區蔣公路２６６號１樓,臺中市,大甲區,庄美里
甲尚藥局,120.622132,24.344499,5903030067,(04)26760885,臺中市大甲區順天路１２９號１樓,臺中市,大甲區,順天里
廣元藥局,120.622446,24.344953,5903030085,(04)26872843,臺中市大甲區順天路１４６號１樓,臺中市,大甲區,大甲里
大甲啄木鳥藥局,120.625126,24.343187,5903030110,(04)26804502,臺中市大甲區中山路１段９０５號,臺中市,大甲區,薰風里
聖佑藥局,120.620075,24.341507,5903030138,(04)26760156,臺中市大甲區中山路１段５７６號１樓,臺中市,大甲區,南陽里
盈盈藥局,120.625974,24.345864,5903030156,(04)26804212,臺中市大甲區文武路１８號,臺中市,大甲區,朝陽里
慶安藥局,120.620871,24.348048,5903030174,(04)26802933,臺中市大甲區文武路１７８之３號,臺中市,大甲區,平安里
志明藥局,120.626408,24.346764,5903030183,(04)26876221,臺中市大甲區民生路２１號,臺中市,大甲區,朝陽里
大甲合和藥局,120.633843,24.344696,5903030192,(04)26802310,臺中市大甲區甲后路５段２６９號１樓,臺中市,大甲區,中山里
得康藥局,120.575281,24.278793,5903040036,(04)26260622,臺中市清水區高美路１１７號,臺中市,清水區,橋頭里
碧綠谷藥局,120.571771,24.276048,5903040072,(04)26281151,臺中市清水區中華路５２５號,臺中市,清水區,橋頭里
進騰藥局,120.568939,24.223944,5903050069,(04)26314418,臺中市沙鹿區鎮南路２段２３４號,臺中市,沙鹿區,北勢里
仁暉健保處方藥局,120.564361,24.206417,5903050087,(04)26365626,臺中市沙鹿區向上路７段１３０號,臺中市,沙鹿區,三鹿里
沙鹿合和健保藥局,120.569012,24.209402,5903050096,(04)26320590,臺中市沙鹿區正義路２號,臺中市,沙鹿區,埔子里
北勢進騰藥局,120.576013,24.225264,5903050103,(04)26330893,臺中市沙鹿區北勢東路５０９之７號１樓,臺中市,沙鹿區,北勢里
立好藥局,120.572246,24.229574,5903050149,(04)26522389,臺中市沙鹿區北勢東路６９３號１樓,臺中市,沙鹿區,北勢里
樂齊藥局,120.569205,24.228268,5903050194,(04)26338867,臺中市沙鹿區北中路８６－１、８６－２號,臺中市,沙鹿區,北勢里
富康沙鹿藥局,120.559526,24.236125,5903050210,(04)26633399,臺中市沙鹿區沙田路１４２號１樓,臺中市,沙鹿區,美仁里
百岳大藥局,120.569679,24.218948,5903050238,(04)26359825,臺中市沙鹿區鎮南路二段７７號１樓,臺中市,沙鹿區,南勢里
大安心藥局,120.567938,24.252082,5903050256,(04)26620082,臺中市沙鹿區星河路１２－１號１樓,臺中市,沙鹿區,鹿峰里
梧棲玖裕藥局,120.531604,24.255447,5903060038,(04)26583909,臺中市梧棲區中和街８５號,臺中市,梧棲區,中正里
泉興中西大藥局,120.721537,24.309105,5903070016,(04)25583883,臺中市后里區甲后路一段５９８號,臺中市,后里區,后里里
得安藥局,120.712872,24.304686,5903070025,(04)25585333,臺中市后里區四村路７８號,臺中市,后里區,墩東里
豪銘藥局,120.71126,24.304691,5903070061,(04)25562991,臺中市后里區公安路６８號,臺中市,后里區,墩西里
祐恩藥局,120.723987,24.309078,5903070098,(04)25587518,臺中市后里區甲后路一段４７８號１樓,臺中市,后里區,后里里
長生健保藥局,120.660802,24.257476,5903080021,(04)25610973,臺中市神岡區神岡路６３號、６５號,臺中市,神岡區,神岡里
捷達藥局,120.697439,24.253516,5903080030,(04)25225207,臺中市神岡區大漢街２５號,臺中市,神岡區,大社里
社南藥局,120.682062,24.246073,5903080085,(04)25616114,臺中市神岡區民生路２４號１樓,臺中市,神岡區,社南里
灃洲大藥局,120.704505,24.261794,5903080094,(04)25150169,臺中市神岡區豐洲路４６６－３號１樓,臺中市,神岡區,豐洲里
上宇藥局,120.705107,24.212962,5903090116,(04)25321258,臺中市潭子區中山路２段３８１號１樓,臺中市,潭子區,潭陽里
均安藥局,120.701372,24.214013,5903090223,(04)25310998,臺中市潭子區興華一路５０３號１樓,臺中市,潭子區,甘蔗里
信實藥局,120.677495,24.205577,5903090358,(04)25359220,臺中市潭子區大德北路６９號１樓,臺中市,潭子區,東寶里
成記藥局,120.702362,24.211507,5903090367,(04)25358076,臺中市潭子區潭興路三段９３號１樓,臺中市,潭子區,甘蔗里
大雅東亞藥師大藥局,120.654335,24.229245,5903100037,(04)25605233,臺中市大雅區民生路１段２２、２２－１號,臺中市,大雅區,上雅里
妙昌藥局,120.647222,24.22272,5903100117,(04)25664426,臺中市大雅區永和路１９４號,臺中市,大雅區,大雅里
新社千百岳大藥局,120.80995,24.243344,5903110051,(04)25821798,臺中市新社區興安路２４、２６號,臺中市,新社區,新社里
祐民健保藥局,120.65323,24.331987,5903130017,(04)26836736,臺中市外埔區甲后路三段１０３０號１樓,臺中市,外埔區,大同里
博翔欣大藥局,120.652107,24.331248,5903130026,(04)26833312,臺中市外埔區重光路３３－１９號,臺中市,外埔區,大同里
音聲藥局,120.587153,24.346638,5903140013,(04)26715318,臺中市大安區中松路１８號１樓,臺中市,大安區,中庄里
全成烏日藥局,120.642656,24.074226,5903150028,(04)23352656,臺中市烏日區溪南路１段７７６號,臺中市,烏日區,溪埧里
明康藥局,120.634961,24.107015,5903150055,(04)23386157,臺中市烏日區中山路１段５４８－１號,臺中市,烏日區,九德里
學田藥局,120.607434,24.120834,5903150091,(04)23382230,臺中市烏日區學田路便行巷１４號,臺中市,烏日區,學田里
仁厚藥局,120.626765,24.102118,5903150108,(04)23382375,臺中市烏日區一心街１號,臺中市,烏日區,烏日里
成功福倫藥局,120.597154,24.108768,5903150117,(04)23367018,臺中市烏日區榮和路６１號１樓,臺中市,烏日區,榮泉里
全品藥局,120.625354,24.102345,5903150135,(04)23362690,臺中市烏日區公園路２４０之１號１樓,臺中市,烏日區,烏日里
大肚新庄藥局,120.580801,24.173763,5903160042,(04)26912119,臺中市大肚區遊園路２段２２１－３號１樓,臺中市,大肚區,自強里
祥安健保藥局,120.54421,24.153972,5903160051,(04)26990580,臺中市大肚區育樂街１２－３號１樓,臺中市,大肚區,頂街里
昇永藥局,120.544419,24.151204,5903160060,(04)26995366,臺中市大肚區文昌路１段４０號,臺中市,大肚區,大肚里
安昌藥局,120.580812,24.17289,5903160097,(04)26913890,臺中市大肚區遊園路二段１７６號１樓,臺中市,大肚區,自強里
理想藥局,120.595297,24.186694,5903170020,(04)26521597,臺中市龍井區國際街１２１號,臺中市,龍井區,東海里
大佶安藥局龍井店,120.549627,24.209066,5903170039,(04)26361410,臺中市龍井區沙田路６段１９７號１樓,臺中市,龍井區,山腳里
皇昇藥局,120.664809,24.060084,5903180053,(04)23397749,臺中市霧峰區四德路５５６號１樓,臺中市,霧峰區,四德里
霧峰安德藥局,120.699178,24.070017,5903180062,(04)23300365,臺中市霧峰區中正路１１３５號１樓,臺中市,霧峰區,甲寅里
正開心大藥局,120.698662,24.065647,5903180133,(04)23396940,臺中市霧峰區中正路９５１號１樓,臺中市,霧峰區,中正里
峰正藥局,120.698661,24.062439,5903180142,(04)23303353,臺中市霧峰區中正路８３０號１樓,臺中市,霧峰區,本堂里
八醫健保藥局,120.729725,24.15021,5903190077,(04)23935050,臺中市太平區中山路２段３５７號,臺中市,太平區,中山里
劍橋藥局,120.715683,24.147576,5903190139,(04)22776619,臺中市太平區宜昌路５５２號１樓,臺中市,太平區,宜昌里
亞洲藥師連鎖大藥局,120.725229,24.149834,5903190148,(04)23921681,臺中市太平區中山路２段４５８號,臺中市,太平區,光明里
春長藥局,120.721193,24.120027,5903190157,(04)22799286,臺中市太平區太平路１４７號,臺中市,太平區,永成里
太平中大藥局,120.716448,24.14525,5903190184,(04)22787846,臺中市太平區宜欣二路４４號１樓,臺中市,太平區,宜欣里
中山德侑藥局,120.722235,24.149421,5903190228,(04)23920682,臺中市太平區中山路３段２之２號１樓,臺中市,太平區,新吉里
安心藥局,120.72111,24.14928,5903190264,(04)23912042,臺中市太平區中山路３段２８號１樓,臺中市,太平區,新吉里
太平小林健保藥局,120.713326,24.158831,5903190273,(04)23954436,臺中市太平區育賢路５１８號,臺中市,太平區,新高里
雪仁藥局,120.71413,24.124965,5903190282,(04)22755053,臺中市太平區太平路５０９號,臺中市,太平區,太平里
新平和藥局,120.730695,24.112019,5903190291,(04)22771262,臺中市太平區光興路８２７號１樓,臺中市,太平區,光隆里
育賢德侑藥局,120.721911,24.157677,5903190335,(04)23920696,臺中市太平區育賢路１０７號、１０９號,臺中市,太平區,新坪里
及宏藥局,120.720503,24.158058,5903190380,(04)23919911,臺中市太平區樹孝路５０２號,臺中市,太平區,新坪里
天慈大藥局,120.713673,24.125282,5903190442,(04)22785052,臺中市太平區太平路５４０號,臺中市,太平區,中政里
太平惠民藥師藥局,120.72672,24.134328,5903190497,(04)22768799,臺中市太平區東平路３６８號１樓,臺中市,太平區,東和里
世國藥局,120.703547,24.111423,5903190568,(04)22752537,臺中市太平區永豐路４２６號１樓,臺中市,太平區,太平里
布拉格藥局,120.716444,24.133358,5903190595,(04)22786580,臺中市太平區東平路６１５號１樓,臺中市,太平區,永平里
佑全太平藥局,120.711966,24.154444,5903190700,(04)23910016,臺中市太平區樹德路１２１號１樓,臺中市,太平區,新高里
福德健保處方藥局,120.697526,24.090253,5903200069,(04)24935888,臺中市大里區塗城路７５８號１樓,臺中市,大里區,金城里
仁化藥局,120.701194,24.096225,5903200096,(04)24915902,臺中市大里區仁化路５４０號,臺中市,大里區,仁化里
弘佑藥局,120.703177,24.090705,5903200121,(04)24911234,臺中市大里區成功路５１５號１樓,臺中市,大里區,瑞城里
新家祐健保藥局,120.69221,24.0913,5903200130,(04)24918929,臺中市大里區中興路１段３７６號,臺中市,大里區,金城里
祥佑健保特約藥局,120.690068,24.107688,5903200149,(04)24866398,臺中市大里區中興路２段４０６號,臺中市,大里區,內新里
聖康藥局,120.703624,24.107796,5903200176,(04)22700625,臺中市大里區立仁路７９號１樓,臺中市,大里區,新仁里
博德藥局,120.704283,24.094694,5903200194,(04)24968642,臺中市大里區成功２路１０４號１樓,,,
信元藥局,120.683953,24.115447,5903200229,(04)24876051,臺中市大里區益民路２段３７２號１樓,臺中市,大里區,大明里
廣信藥局,120.692355,24.106728,5903200318,(04)24829981,臺中市大里區益民路１段１６４號１樓,臺中市,大里區,內新里
國光丁丁藥局,120.678782,24.112407,5903200372,(04)24069711,臺中市大里區國光路２段５５１－１號１樓,臺中市,大里區,永隆里
祐仁健保藥局,120.690511,24.090747,5903200425,(04)24964321,臺中市大里區仁化路８１６號１樓,臺中市,大里區,東湖里
大明永欣藥局,120.673491,24.114785,5903200514,(04)24068864,臺中市大里區大明路５３９號１樓、５４１號１樓,臺中市,大里區,永隆里
大里康媞藥局,120.70251,24.088476,5903200541,(04)24966627,臺中市大里區塗城路４９４號,臺中市,大里區,瑞城里
康福藥局,120.677929,24.099245,5903200550,(04)24070808,臺中市大里區大新街５１號,臺中市,大里區,新里里
和信健康藥局,120.690531,24.113396,5903200569,(04)24833677,臺中市大里區德芳路一段５９號,臺中市,大里區,內新里
大里安德健保藥局,120.685909,24.115167,5903200587,(04)24875607,臺中市大里區大明路１１７號,臺中市,大里區,東興里
大樹大里藥局,120.688447,24.102935,5903200596,(04)24861133,臺中市大里區中興路二段１０１號,臺中市,大里區,長榮里
德芳東榮藥局,120.689339,24.1102,5903200621,(04)24863898,臺中市大里區東榮路８號,臺中市,大里區,西榮里
躍獅日新藥局,120.692461,24.115279,5903200649,(04)24822345,臺中市大里區日新路３４２號１樓,臺中市,大里區,內新里
德芳成功藥局,120.703268,24.091303,5903200658,(04)24920298,臺中市大里區成功路５３５－３號１樓,臺中市,大里區,瑞城里
永欣東榮藥局,120.683632,24.11032,5903200667,(04)24810599,臺中市大里區東榮路３７０號１樓,臺中市,大里區,東興里
立人藥局,120.68881,24.106304,5903200676,(04)24831722,臺中市大里區益民路二段１９號１樓,臺中市,大里區,長榮里
宏信大藥局,120.681458,24.139585,5903220061,(04)22222021,臺中市中區自由路２段４５號１樓,臺中市,中區,公園里
雙十小林健保藥局,120.685517,24.142032,5903220141,(04)22253662,臺中市中區雙十路一段３５號,臺中市,中區,繼光里
老順安大藥局,120.679361,24.148036,5903220150,(04)22016306,臺中市中區中華路二段６３號、６５號１樓,臺中市,中區,大誠里
翔新藥局,120.710446,24.148204,5903230085,(04)22131269,臺中市東區東英１７街１６７－３號,,,
平祐健保藥局,120.700855,24.134811,5903230094,(04)22113898,臺中市東區旱溪東路１段２９７號１樓,臺中市,東區,東信里
樂業小林健保藥局,120.706324,24.136928,5903230156,(04)22139123,臺中市東區樂業路４４３號１樓,臺中市,東區,東英里
恒生藥局,120.705122,24.138004,5903230183,(04)22135179,臺中市東區樂業路３９５號１樓,臺中市,東區,十甲里
利民藥局,120.675853,24.137143,5903240143,(04)22292931,臺中市西區四維街２３號１樓,臺中市,西區,利民里
陽光藥局,120.660069,24.149765,5903240152,(04)23020711,臺中市西區中美街３０５號１樓,臺中市,西區,公益里
美村全成藥局,120.661468,24.148754,5903240170,(04)23014006,臺中市西區美村路１段２２２號１樓,臺中市,西區,中興里
鑫祐藥局,120.670011,24.147671,5903240198,(04)23027778,臺中市西區民權路３０２－５號,臺中市,西區,後龍里
捷登藥局,120.661308,24.151048,5903240205,(04)23191929,臺中市西區公益路１０６號,臺中市,西區,中興里
美術藥局,120.661833,24.139386,5903240278,(04)23725286,臺中市西區美村路一段５６７號,臺中市,西區,土庫里
宇祥藥局,120.660109,24.136355,5903240367,(04)23728239,臺中市西區五權五街１１９號１樓,臺中市,西區,吉龍里
喆星藥局,120.654982,24.145224,5903240385,(04)24715301,臺中市西區精誠路４２２號,臺中市,西區,公正里
神農藥局,120.656653,24.151025,5903240429,(04)23103335,臺中市西區公益路１９０之１號１樓,臺中市,西區,公平里
小林健保藥局,120.663057,24.125488,5903250041,(04)22622099,臺中市南區美村路２段１８２號,臺中市,南區,福順里
忠孝德侑健保藥局,120.680584,24.129187,5903250103,(04)22851400,臺中市南區正義街１５９號,臺中市,南區,城隍里
立成藥局,120.673921,24.128902,5903250112,(04)22205915,臺中市南區學府路１４３號,臺中市,南區,新榮里
弘大美妝藥局,120.679768,24.122218,5903250176,(04)22859180,臺中市南區南門路１１５號１樓,臺中市,南區,南門里
元氣家藥局,120.659401,24.111666,5903250194,(04)22631660,臺中市南區文心南路８８８－３號１樓,臺中市,南區,工學里
台杏藥局,120.677969,24.132608,5903250309,(04)22218087,臺中市南區復興路三段３３７號,臺中市,南區,長榮里
仁美藥局,120.665317,24.123381,5903250434,(04)22652495,臺中市南區南平路１６９號,臺中市,南區,福順里
千美台安藥局,120.666618,24.114259,5903250443,(04)22602101,臺中市南區美村南路２６３號,臺中市,南區,永興里
泰友藥局,120.662611,24.123986,5903250514,(04)22615701,臺中市南區復興路二段９９巷１３號１樓,臺中市,南區,福順里
冠安藥局,120.693679,24.161506,5903260270,(04)22335770,臺中市北區進化路５１０、５１２號,臺中市,北區,錦洲里
台中漢口藥局,120.671137,24.167026,5903260341,(04)22936166,臺中市北區漢口路３段１８３號,臺中市,北區,長青里
忠明小林健保藥局,120.664172,24.162352,5903260421,(04)22013666,臺中市北區忠明路１６１號,臺中市,北區,明德里
康媞藥局,120.67566,24.171644,5903260476,(04)22925388,臺中市北區北平路二段１２８號１樓,臺中市,北區,賴興里
源順大藥局,120.679656,24.159308,5903260547,(04)22072651,臺中市北區健行路４８４號,臺中市,北區,賴村里
台中丁丁藥局,120.679167,24.16719,5903260592,(04)22374596,臺中市北區漢口路４段２５５號,臺中市,北區,梅川里
中清小林健保藥局,120.677466,24.153032,5903260618,(04)22034197,臺中市北區中清路一段８６、８８號１樓,臺中市,北區,賴旺里
佑全台中五權藥局,120.683262,24.153341,5903260663,(04)22080702,臺中市北區五權路４９６號,臺中市,北區,錦平里
昭德藥師藥局,120.666353,24.159504,5903260681,(04)23235655,臺中市北區西屯路一段３４５號,臺中市,北區,健行里
立得藥局,120.667789,24.159974,5903260734,(04)22080013,臺中市北區忠太西路１１號１樓,臺中市,北區,健行里
黎明安德藥局,120.671787,24.172953,5903260743,(04)22956098,臺中市北區中清路１段８５２號１樓,臺中市,北區,賴旺里
光恒藥局,120.67668,24.150969,5903260798,(04)22068638,臺中市北區五權路２６１號１樓,臺中市,北區,文莊里
杏一北區文心藥局,120.678042,24.172905,5903260814,(04)22993847,臺中市北區文心路４段２１０－８號１、２樓,臺中市,北區,賴興里
青育藥師藥局,120.646939,24.173685,5903270061,(04)27068798,臺中市西屯區河南路２段３６２號１樓,臺中市,西屯區,逢甲里
樂得好大藥局,120.644025,24.166692,5903270105,(04)24521173,臺中市西屯區上石路２號１樓,臺中市,西屯區,上德里
大心藥局,120.641845,24.177946,5903270230,(04)24528355,臺中市西屯區西屯路２段２９５－１９號,臺中市,西屯區,西安里
宥承藥局,120.62419,24.185546,5903270301,(04)24626559,臺中市西屯區西屯路３段１４８－１６號,臺中市,西屯區,永安里
弘福藥師藥局,120.615856,24.189177,5903270310,(04)24611916,臺中市西屯區西屯路３段１６６－２１號１樓,臺中市,西屯區,永安里
甘肅安德藥局,120.65728,24.16838,5903270347,(04)23165935,臺中市西屯區甘肅路２０２－３號,臺中市,西屯區,何仁里
麒霖藥局,120.618523,24.183197,5903270365,(04)24638978,臺中市西屯區福順路３０７號１樓,臺中市,西屯區,福雅里
瑞德大藥局,120.667095,24.175106,5903270392,(04)22939820,臺中市西屯區中清西二街８４號,臺中市,西屯區,大福里
維恩藥局,120.656839,24.168455,5903270409,(04)23174277,臺中市西屯區甘肅路一段１９５號,臺中市,西屯區,何仁里
中科何藥局,120.617293,24.184209,5903270516,(04)24612570,臺中市西屯區福康路４０號,臺中市,西屯區,福林里
百富藥局,120.66098,24.176174,5903270570,(04)22970708,臺中市西屯區福上巷１６號,臺中市,西屯區,大河里
至善德侑藥局,120.639522,24.171405,5903270614,(04)24518729,臺中市西屯區至善路６０號,臺中市,西屯區,上安里
舒健藥局,120.645925,24.171787,5903270721,(04)27077858,臺中市西屯區西屯路二段２５５號２樓,臺中市,西屯區,上石里
大墩藥局,120.6540371,24.1573372,5903270749,(04)23209602,臺中市西屯區大墩１９街６８號１樓,,,
河南丁丁藥局,120.636787,24.155565,5903270776,(04)22511658,臺中市西屯區河南路４段１９１號,臺中市,西屯區,惠來里
榮友藥局,120.602302,24.182943,5903270801,(04)23508392,臺中市西屯區臺灣大道四段１７４２號,臺中市,西屯區,福聯里
佑全福星藥局,120.639038,24.182868,5903270810,(04)24527465,臺中市西屯區黎明路三段３９５、３９７號,臺中市,西屯區,港尾里
分子藥局,120.642036,24.163113,5903270847,(04)22513080,臺中市西屯區惠來路二段２３６－１號,臺中市,西屯區,惠來里
熊健康藥局,120.663266,24.16381,5903270874,(04)23163505,臺中市西屯區太原路一段２３２號,臺中市,西屯區,何福里
杏林堂藥局,120.637611,24.177282,5903270892,(04)24528967,臺中市西屯區黎明路三段１４８號１樓,臺中市,西屯區,西墩里
元生藥局,120.651671,24.158116,5903270909,(04)23274539,臺中市西屯區大墩路９６０號,臺中市,西屯區,何南里
河南小林健保藥局,120.648481,24.174772,5903270927,(04)24512830,臺中市西屯區河南路二段２９８號１樓,臺中市,西屯區,逢福里
新元藥局,120.665858,24.172623,5903270936,(04)23121383,臺中市西屯區文心路三段５３２號１樓,臺中市,西屯區,何源里
西屯青育藥師藥局,120.642487,24.177354,5903271004,(04)27077898,臺中市西屯區西屯路二段２９５－３號１樓,臺中市,西屯區,至善里
西屯藥局,120.621044,24.187165,5903271022,(04)24621822,臺中市西屯區西屯路三段１５０－４５號１樓,臺中市,西屯區,永安里
美十樂中科藥局,120.612861,24.190353,5903271031,(04)24610219,臺中市西屯區西屯路三段１６６－６５號１樓,臺中市,西屯區,永安里
安德藥局,120.616539,24.183301,5903271059,(04)24638302,臺中市西屯區福康路１７號１樓,臺中市,西屯區,福林里
西墩藥局,120.637434,24.178288,5903271068,(04)24510770,臺中市西屯區黎明路三段２７５、２７７號１樓,臺中市,西屯區,港尾里
常春藤藥局,120.618047,24.186031,5903271086,(04)24619296,臺中市西屯區福康路８０號１樓,臺中市,西屯區,福林里
合和健保藥局,120.608616,24.187003,5903271120,(04)24630321,臺中市西屯區福科路７９３號１樓,臺中市,西屯區,福聯里
大墩何藥局,120.649802,24.134965,5903280245,(04)24710655,臺中市南屯區大敦南路４３１號１．２樓,,,
亞洲連鎖大藥局,120.634526,24.159464,5903280325,(04)23812886,臺中市南屯區黎明路２段１３３、１３５號,臺中市,南屯區,三義里
長益藥局,120.615456,24.149709,5903280334,(04)23899383,臺中市南屯區忠勇路９９號,臺中市,南屯區,文山里
誠美健保藥局,120.650929,24.136104,5903280361,(04)24752000,臺中市南屯區南屯路２段１６９號１樓,臺中市,南屯區,大興里
元生連鎖保健藥局,120.650966,24.157127,5903280398,(04)23273267,臺中市南屯區大墩路９２２號１樓,臺中市,南屯區,大業里
康總藥局,120.652362,24.135793,5903280567,(04)24735285,臺中市南屯區南屯路二段１０１號１樓,臺中市,南屯區,大興里
佑全黎明藥局,120.635932,24.148163,5903280576,(04)23805560,臺中市南屯區黎明路２段２６６號,臺中市,南屯區,三厝里
康得藥局,120.635417,24.14628,5903280585,(04)23820981,臺中市南屯區向上路三段４５號,臺中市,南屯區,三厝里
東林藥局,120.636832,24.145617,5903280594,(04)23810567,臺中市南屯區黎明路二段１４０號,臺中市,南屯區,三厝里
方昇藥局,120.64953,24.155145,5903280601,(04)23288818,臺中市南屯區大墩路８１３號１樓,臺中市,南屯區,溝墘里
心靜藥局,120.638275,24.141576,5903280638,(04)23823977,臺中市南屯區黎明路一段１１３８號,臺中市,南屯區,南屯里
詠悅藥局,120.636896,24.150089,5903280683,(04)22515012,臺中市南屯區大墩十二街６３７號,臺中市,南屯區,三和里
樂活藥局,120.65076,24.154013,5903280718,(04)23106301,臺中市南屯區大聖街３３２號１樓,臺中市,南屯區,大業里
亨宇藥局,120.652872,24.136879,5903280745,(04)24711206,臺中市南屯區東興路二段２９－２號１樓,臺中市,南屯區,大興里
全順藥局,120.647684,24.13447,5903280763,(04)24730983,臺中市南屯區永春東路３３９號１樓,臺中市,南屯區,向心里
統一藥局,120.626108,24.114783,5903280790,(04)24701996,臺中市南屯區黎明路一段１１９號１樓,臺中市,南屯區,中和里
承恩藥局,120.700788,24.179766,5903290063,(04)22467857,臺中市北屯區北屯路４４１－１號１樓,臺中市,北屯區,舊社里
瑞士藥局,120.695161,24.165968,5903290090,(04)22344853,臺中市北屯區北屯路１９２－３號１樓,臺中市,北屯區,三光里
中貞藥局,120.692804,24.182714,5903290125,(04)22412305,臺中市北屯區松竹路２段３０５號,臺中市,北屯區,松和里
弘映藥局,120.68592,24.181327,5903290232,(04)22464485,臺中市北屯區崇德路２段４６７號,臺中市,北屯區,松竹里
大連大愛藥局,120.688345,24.175789,5903290312,(04)22428899,臺中市北屯區大連路２段２２１號,臺中市,北屯區,平福里
元復藥局,120.715507,24.174748,5903290385,(04)24362075,臺中市北屯區東山路１段２２５－７號,臺中市,北屯區,軍功里
億銓藥局,120.696113,24.167562,5903290394,(04)22313670,臺中市北屯區北屯路２１０－１號,臺中市,北屯區,三光里
佳美藥局,120.718402,24.175831,5903290518,(04)24363658,臺中市北屯區東山路１段２６５號１樓,臺中市,北屯區,軍功里
又昌中西健保藥局,120.715227,24.174516,5903290625,(04)24375716,臺中市北屯區東山路１段２２３號,臺中市,北屯區,軍功里
康博中西健保藥局,120.664357,24.186496,5903290661,(04)24252468,臺中市北屯區后庄一街７號１樓,臺中市,北屯區,后庄里
大德安藥局,120.724073,24.167008,5903290689,(04)24378351,臺中市北屯區景賢路２３６號,臺中市,北屯區,廍子里
寶昇藥局,120.714114,24.173378,5903290714,(04)24371393,臺中市北屯區東山路一段２１６－２４號１樓,臺中市,北屯區,水景里
崙湞藥局,120.690759,24.162724,5903290723,(04)22370189,臺中市北屯區進化北路４５號,臺中市,北屯區,北京里
